generation;exp_num;collapsed;val_acc;train_acc;lr;num_conv_layers;num_channels;kernels;padding;conv_type;pooling_a_conv;pooling_final;fc_layer;arch_order;in_features
0;1;True;0.073704;0.037481;0.000300;4;[12, 18, 24, 32];[3, 5, 5, 5];[0, 0, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;600;['conv', 'pool', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
0;2;True;0.072963;0.037111;0.000300;3;[16, 32, 32];[3, 5, 5];[0, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;496;['conv', 'pool', 'conv', 'conv', 'pool', 'fc', 'fc'];336
0;3;True;0.074074;0.037037;0.000300;3;[16, 32, 48];[5, 5, 5];[0, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;256;['conv', 'pool', 'conv', 'conv', 'pool', 'fc', 'fc'];182
1;1;True;0.073333;0.035556;0.000300;4;[16, 32, 42, 48];[5, 3, 5, 5];[0, 0, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;624;['conv', 'pool', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
1;2;True;0.072963;0.036370;0.000250;4;[16, 38, 48, 48];[7, 5, 5, 5];[1, 1, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;560;['conv', 'pool', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
1;3;True;0.072963;0.037111;0.000350;3;[16, 38, 48];[5, 5, 5];[0, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;496;['conv', 'pool', 'conv', 'conv', 'pool', 'fc', 'fc'];182
2;1;True;0.074074;0.037259;0.000350;3;[16, 38, 42];[5, 3, 5];[0, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;624;['conv', 'pool', 'conv', 'conv', 'pool', 'fc', 'fc'];336
2;2;True;0.074074;0.037704;0.000300;5;[16, 32, 48, 48, 48];[5, 3, 5, 5, 7];[1, 1, 1, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;624;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
2;3;True;0.073704;0.035481;0.000300;5;[16, 38, 42, 48, 48];[5, 3, 5, 3, 5];[1, 0, 0, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;560;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
3;1;True;0.075926;0.041556;0.000350;4;[10, 38, 42, 48];[5, 3, 3, 5];[0, 0, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;624;['conv', 'pool', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];182
3;2;True;0.074074;0.038370;0.000300;6;[16, 38, 42, 48, 48, 54];[5, 3, 5, 5, 7, 5];[1, 1, 1, 1, 1, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;752;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
3;3;True;0.075185;0.045259;0.000300;6;[16, 32, 42, 48, 48, 48];[5, 3, 5, 5, 7, 5];[1, 1, 1, 1, 1, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;688;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
4;1;True;0.073333;0.041185;0.000250;7;[16, 38, 48, 48, 48, 54, 54];[5, 3, 5, 5, 9, 5, 5];[2, 2, 2, 1, 1, 1, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;688;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
4;2;True;0.073704;0.037333;0.000300;5;[16, 38, 48, 48, 48];[5, 3, 5, 5, 7];[1, 1, 1, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;688;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
4;3;True;0.072593;0.037185;0.000350;7;[16, 38, 42, 48, 54, 54, 54];[5, 3, 5, 5, 7, 7, 5];[2, 2, 2, 1, 1, 1, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;688;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
5;1;True;0.074444;0.037333;0.000300;7;[16, 32, 48, 48, 48, 54, 54];[5, 3, 5, 5, 9, 5, 5];[2, 2, 2, 1, 1, 1, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;688;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
5;2;True;0.073704;0.037481;0.000350;8;[16, 38, 48, 48, 48, 48, 54, 54];[5, 5, 5, 5, 9, 5, 5, 5];[2, 2, 2, 2, 2, 1, 1, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;816;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
5;3;True;0.075556;0.037185;0.000350;7;[16, 38, 48, 48, 48, 54, 60];[5, 3, 5, 5, 9, 5, 7];[2, 2, 2, 2, 1, 1, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;688;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
6;1;True;0.072963;0.036889;0.000250;8;[16, 38, 48, 48, 48, 48, 48, 54];[5, 5, 5, 5, 9, 3, 5, 5];[2, 2, 2, 2, 1, 1, 1, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;560;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
6;2;True;0.072593;0.037852;0.000250;8;[16, 44, 48, 48, 48, 48, 54, 54];[5, 5, 5, 5, 9, 3, 5, 5];[2, 2, 2, 2, 1, 1, 1, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;688;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
6;3;True;0.072222;0.035630;0.000250;7;[10, 38, 48, 48, 48, 48, 54];[5, 7, 5, 5, 9, 5, 5];[2, 2, 2, 2, 2, 1, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;688;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
7;1;True;0.074444;0.036444;0.000200;7;[16, 38, 48, 48, 48, 48, 54];[5, 7, 5, 5, 7, 5, 5];[2, 2, 2, 2, 1, 1, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;624;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
7;2;True;0.075185;0.038296;0.000250;7;[16, 38, 42, 48, 48, 48, 48];[5, 7, 5, 5, 9, 5, 3];[2, 2, 2, 2, 1, 1, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;688;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
7;3;True;0.075556;0.037630;0.000200;7;[16, 44, 48, 48, 48, 48, 48];[5, 9, 5, 5, 9, 5, 5];[2, 2, 2, 2, 2, 2, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;560;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
8;1;True;0.073333;0.037111;0.000250;7;[16, 38, 48, 48, 48, 48, 60];[3, 9, 5, 5, 9, 5, 5];[2, 2, 2, 2, 2, 1, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;688;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
8;2;True;0.072963;0.037333;0.000200;8;[16, 38, 48, 48, 48, 54, 54, 54];[3, 9, 5, 5, 9, 5, 5, 5];[2, 2, 2, 2, 2, 2, 1, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;688;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
8;3;True;0.074444;0.036370;0.000200;7;[10, 38, 48, 48, 48, 48, 54];[5, 9, 3, 5, 9, 5, 5];[2, 2, 2, 2, 2, 1, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;560;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
9;1;False;0.090000;0.167556;0.000200;6;[16, 38, 48, 48, 48, 60];[3, 9, 5, 3, 9, 5];[2, 2, 2, 1, 1, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;560;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
9;2;True;0.075926;0.039852;0.000200;8;[16, 38, 48, 48, 54, 54, 54, 54];[3, 9, 5, 5, 11, 5, 5, 5];[2, 2, 2, 2, 2, 2, 2, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;816;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
9;3;True;0.072222;0.038222;0.000250;6;[16, 38, 42, 48, 48, 54];[3, 9, 5, 5, 11, 5];[2, 2, 2, 2, 2, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;688;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72


0;1;True;0.074444;0.040000;0.000300;5;[16, 32, 32, 48, 48];[5, 5, 5, 5, 5];[1, 1, 1, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;1256;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
0;2;True;0.073704;0.038667;0.000200;6;[16, 38, 48, 48, 48, 60];[3, 5, 5, 3, 5, 5];[1, 1, 1, 1, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;1024;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
0;3;True;0.070370;0.038593;0.000200;6;[16, 32, 32, 32, 48, 60];[3, 3, 5, 5, 5, 5];[1, 1, 1, 1, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;1024;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
1;1;True;0.074815;0.037407;0.000300;4;[16, 44, 48, 48];[3, 5, 5, 3];[0, 0, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;1152;['conv', 'pool', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];182
1;2;True;0.073333;0.037333;0.000300;4;[16, 38, 42, 48];[3, 5, 5, 3];[0, 0, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;1024;['conv', 'pool', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];182
1;3;True;0.074074;0.037259;0.000300;4;[16, 38, 42, 48];[3, 5, 5, 3];[0, 0, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;896;['conv', 'pool', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];182
2;1;True;0.074444;0.037185;0.000300;4;[16, 38, 42, 48];[3, 5, 5, 3];[0, 0, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;896;['conv', 'pool', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];182
2;2;True;0.074815;0.039630;0.000250;5;[16, 38, 42, 42, 48];[3, 5, 5, 3, 3];[0, 0, 0, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;768;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
2;3;True;0.073704;0.037259;0.000300;3;[16, 32, 42];[3, 5, 5];[0, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;896;['conv', 'pool', 'conv', 'conv', 'pool', 'fc', 'fc'];336
3;1;True;0.074074;0.037111;0.000350;3;[10, 38, 42];[3, 5, 5];[0, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;896;['conv', 'pool', 'conv', 'conv', 'pool', 'fc', 'fc'];336
3;2;True;0.075185;0.037481;0.000300;4;[16, 38, 42, 48];[3, 5, 5, 5];[0, 0, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;768;['conv', 'pool', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
3;3;True;0.074074;0.037704;0.000250;3;[16, 32, 42];[3, 5, 5];[0, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;768;['conv', 'pool', 'conv', 'conv', 'pool', 'fc', 'fc'];336
4;1;True;0.075556;0.038000;0.000250;5;[16, 32, 42, 42, 42];[3, 5, 5, 5, 5];[1, 1, 1, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;768;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
4;2;True;0.073704;0.037111;0.000300;3;[16, 32, 42];[3, 5, 5];[0, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;640;['conv', 'pool', 'conv', 'conv', 'pool', 'fc', 'fc'];336
4;3;True;0.074074;0.037259;0.000300;3;[16, 38, 42];[3, 5, 5];[0, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;768;['conv', 'pool', 'conv', 'conv', 'pool', 'fc', 'fc'];336
5;1;True;0.075185;0.036074;0.000250;4;[16, 38, 42, 42];[3, 5, 5, 5];[0, 0, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;768;['conv', 'pool', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
5;2;True;0.073704;0.037111;0.000200;3;[16, 32, 42];[3, 5, 5];[0, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;640;['conv', 'pool', 'conv', 'conv', 'pool', 'fc', 'fc'];336
5;3;True;0.073704;0.037111;0.000200;2;[16, 32];[3, 5];[0, 0];['conv3dttn', 'conv3dttn'];max;avg;768;['conv', 'pool', 'conv', 'pool', 'fc', 'fc'];800
6;1;True;0.074074;0.036370;0.000200;2;[22, 38];[3, 5];[0, 0];['conv3dttn', 'conv3dttn'];max;avg;896;['conv', 'pool', 'conv', 'pool', 'fc', 'fc'];800
6;2;True;0.074444;0.044815;0.000200;4;[10, 38, 42, 42];[3, 5, 5, 5];[0, 0, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;896;['conv', 'pool', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
6;3;False;0.102716;0.166148;0.000150;4;[10, 38, 42, 42];[3, 5, 5, 5];[0, 0, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;768;['conv', 'pool', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
7;1;True;0.074074;0.037185;0.000250;2;[16, 38];[3, 5];[0, 0];['conv3dttn', 'conv3dttn'];max;avg;896;['conv', 'pool', 'conv', 'pool', 'fc', 'fc'];800
7;2;True;0.073333;0.038444;0.000150;3;[16, 38, 38];[3, 5, 5];[0, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;1024;['conv', 'pool', 'conv', 'conv', 'pool', 'fc', 'fc'];336
7;3;True;0.074815;0.037037;0.000150;2;[22, 32];[3, 5];[0, 0];['conv3dttn', 'conv3dttn'];max;avg;896;['conv', 'pool', 'conv', 'pool', 'fc', 'fc'];800
8;1;True;0.072222;0.037111;0.000200;3;[16, 38, 38];[3, 5, 5];[0, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;896;['conv', 'pool', 'conv', 'conv', 'pool', 'fc', 'fc'];336
8;2;True;0.074444;0.037037;0.000200;2;[22, 38];[3, 5];[0, 0];['conv3dttn', 'conv3dttn'];max;avg;768;['conv', 'pool', 'conv', 'pool', 'fc', 'fc'];800
8;3;True;0.074074;0.037111;0.000150;2;[10, 38];[3, 5];[0, 0];['conv3dttn', 'conv3dttn'];max;avg;896;['conv', 'pool', 'conv', 'pool', 'fc', 'fc'];800
9;1;True;0.073704;0.037185;0.000250;2;[22, 32];[3, 5];[0, 0];['conv3dttn', 'conv3dttn'];max;avg;896;['conv', 'pool', 'conv', 'pool', 'fc', 'fc'];800
9;2;True;0.074074;0.037037;0.000200;2;[22, 38];[3, 5];[0, 0];['conv3dttn', 'conv3dttn'];max;avg;640;['conv', 'pool', 'conv', 'pool', 'fc', 'fc'];800
9;3;True;0.075926;0.037111;0.000150;2;[22, 38];[3, 5];[0, 0];['conv3dttn', 'conv3dttn'];max;avg;768;['conv', 'pool', 'conv', 'pool', 'fc', 'fc'];800
10;1;True;0.074074;0.037111;0.000150;2;[22, 38];[3, 5];[0, 0];['conv3dttn', 'conv3dttn'];max;avg;640;['conv', 'pool', 'conv', 'pool', 'fc', 'fc'];800
10;2;True;0.074074;0.037259;0.000200;3;[28, 32, 32];[3, 5, 5];[0, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;768;['conv', 'pool', 'conv', 'conv', 'pool', 'fc', 'fc'];336
10;3;True;0.074444;0.037185;0.000150;3;[28, 32, 32];[3, 5, 5];[0, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;640;['conv', 'pool', 'conv', 'conv', 'pool', 'fc', 'fc'];336
11;1;True;0.074815;0.039556;0.000200;4;[22, 38, 38, 38];[3, 5, 5, 5];[0, 0, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;640;['conv', 'pool', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
11;2;True;0.073333;0.037556;0.000150;3;[22, 38, 38];[3, 5, 5];[0, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;640;['conv', 'pool', 'conv', 'conv', 'pool', 'fc', 'fc'];336
11;3;True;0.075926;0.037259;0.000100;2;[22, 38];[3, 5];[0, 0];['conv3dttn', 'conv3dttn'];max;avg;768;['conv', 'pool', 'conv', 'pool', 'fc', 'fc'];800
12;1;True;0.075185;0.038889;0.000100;3;[22, 38, 44];[3, 5, 5];[0, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;640;['conv', 'pool', 'conv', 'conv', 'pool', 'fc', 'fc'];336
12;2;True;0.074074;0.037185;0.000050;2;[22, 38];[3, 5];[0, 0];['conv3dttn', 'conv3dttn'];max;avg;640;['conv', 'pool', 'conv', 'pool', 'fc', 'fc'];800
12;3;False;0.120494;0.105778;0.000050;3;[28, 38, 38];[3, 5, 5];[0, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;704;['conv', 'pool', 'conv', 'conv', 'pool', 'fc', 'fc'];336


0;1;True;0.073704;0.037556;0.000500;3;[28, 38, 38];[3, 5, 5];[0, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;704;['conv', 'pool', 'conv', 'conv', 'pool', 'fc', 'fc'];336
0;2;True;0.073704;0.042148;0.000200;6;[16, 38, 48, 48, 48, 60];[3, 5, 5, 3, 5, 5];[1, 1, 1, 1, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;1024;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
0;3;True;0.071481;0.039556;0.000200;5;[16, 32, 32, 32, 48];[3, 3, 5, 5, 5];[1, 1, 0, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;1024;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
1;1;True;0.072963;0.037778;0.000550;4;[16, 38, 48, 48];[3, 5, 5, 5];[0, 0, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;1024;['conv', 'pool', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
1;2;True;0.073704;0.037185;0.000550;6;[16, 38, 48, 48, 48, 48];[3, 5, 5, 5, 5, 5];[1, 1, 1, 1, 1, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;896;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
1;3;True;0.072963;0.037407;0.000500;5;[16, 38, 48, 48, 48];[3, 5, 5, 5, 5];[1, 1, 1, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;896;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
2;1;True;0.075185;0.036296;0.000550;4;[16, 38, 48, 54];[3, 5, 5, 5];[0, 0, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;896;['conv', 'pool', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
2;2;True;0.074074;0.037111;0.000500;5;[16, 38, 48, 48, 54];[3, 5, 5, 5, 5];[1, 1, 1, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;896;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
2;3;True;0.074444;0.037333;0.000550;6;[16, 38, 48, 48, 48, 48];[3, 5, 5, 5, 5, 5];[1, 1, 1, 1, 1, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;1024;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
3;1;True;0.074444;0.037556;0.000500;4;[16, 44, 48, 48];[3, 5, 5, 5];[0, 0, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;896;['conv', 'pool', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
3;2;True;0.073704;0.037185;0.000550;6;[16, 38, 48, 48, 48, 48];[3, 5, 5, 5, 5, 5];[1, 1, 1, 1, 1, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;1024;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
3;3;True;0.073333;0.037407;0.000550;6;[16, 32, 48, 48, 48, 48];[3, 5, 5, 5, 5, 5];[1, 1, 1, 1, 1, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;896;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
4;1;True;0.074444;0.035259;0.000600;5;[16, 32, 48, 48, 48];[3, 5, 5, 5, 5];[1, 1, 1, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;1024;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
4;2;True;0.075556;0.034963;0.000600;5;[16, 26, 48, 48, 48];[3, 5, 5, 5, 5];[1, 1, 1, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;896;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
4;3;True;0.074074;0.037111;0.000600;3;[16, 38, 48];[3, 5, 5];[0, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;768;['conv', 'pool', 'conv', 'conv', 'pool', 'fc', 'fc'];336
5;1;True;0.074074;0.037333;0.000650;5;[16, 26, 48, 48, 48];[3, 5, 5, 5, 5];[1, 1, 1, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;1152;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
5;2;True;0.075556;0.037111;0.000550;4;[16, 26, 48, 54];[3, 5, 5, 5];[0, 0, 0, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;896;['conv', 'pool', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
5;3;True;0.074444;0.037185;0.000550;6;[16, 26, 48, 48, 48, 48];[3, 5, 5, 5, 5, 5];[1, 1, 1, 1, 1, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;896;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
6;1;True;0.073333;0.037111;0.000550;6;[16, 32, 48, 48, 48, 48];[3, 5, 5, 5, 5, 5];[1, 1, 1, 1, 1, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;1024;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
6;2;True;0.074074;0.036444;0.000500;6;[16, 26, 42, 48, 48, 48];[3, 5, 5, 5, 5, 5];[1, 1, 1, 1, 1, 0];['conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn', 'conv3dttn'];max;avg;768;['conv', 'pool', 'conv', 'conv', 'conv', 'conv', 'conv', 'pool', 'fc', 'fc'];72
